nlu,id,start,stop,spkr,VAL,MET,DIV,DUD,TOP,ITEM,GDA,NDA,CONT,FRA,make_offer,ask_offer,accept,reject,ask_preference,share_preference,assistant_record,user_record,assistant_lamp,user_lamp,assistant_painting,user_painting,utt,context_str,dialogue_num
NaN,"""seg061-0181""",314.45,317.0,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i'd have to see them upfront i don't know if they're gonna be""","""Alice: why do you want the lamps\nBob: i'm just into\nBob: i own an antique shop i think that you know there might be""",61
NaN,"""seg061-0185""",317.33,318.635,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i think that you know there might be i'd have to see them upfront i don't know if they're gonna be what they really are but""","""Bob: i'm just into\nBob: i own an antique shop""",61
NaN,"""seg061-0189""",319.805,321.195,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""['records']""","""['Statement']""","""[]""","""['ITEM-is-generally-valuable']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i know the records are worth a lot""","""Bob: i own an antique shop i think that you know there might be\nBob: i'd have to see them upfront i don't know if they're gonna be\nBob: what they really are but""",61
NaN,"""seg061-0193""",321.63,325.5,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but the thing is in my antique shop they may not sell as far as""","""Bob: i'd have to see them upfront i don't know if they're gonna be\nBob: what they really are but\nBob: i know the records are worth a lot""",61
"""nlu1""","""seg061-0197""",326.6,328.71,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""['records']""","""['Statement']""","""[]""","""['i-dont-like-ITEM']""","""[]""",0,0,0,0,0,1,0,0,0,0,0,0,"""but the thing is in my antique shop they may not sell as far as this might sell""","""Bob: i know the records are worth a lot""",61
"""nlu2""","""seg061-0197""",326.6,328.71,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""['paintings']""","""['Statement']""","""[]""","""['i-might-like-ITEM']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""and that might sell too""","""Bob: i know the records are worth a lot\nBob: but the thing is in my antique shop they may not sell as far as\nBob: this might sell""",61
NaN,"""seg061-0201""",329.22,331.72,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but that's not really an antique it's more art deco""","""Bob: but the thing is in my antique shop they may not sell as far as\nBob: this might sell and that might sell too""",61
NaN,"""seg061-0205""",333.01,333.9,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but that's not really an antique it's more art deco that's my reason""","""Bob: but the thing is in my antique shop they may not sell as far as\nBob: this might sell and that might sell too""",61
NaN,"""seg061-0209""",333.28,334.75,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but this was this was uh""","""Bob: but the thing is in my antique shop they may not sell as far as\nBob: this might sell and that might sell too\nBob: but that's not really an antique it's more art deco\nBob: that's my reason""",61
NaN,"""seg061-0213""",335.75,337.14,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but this was this was uh this was painted in the twenties""","""Bob: this might sell and that might sell too\nBob: but that's not really an antique it's more art deco\nBob: that's my reason""",61
NaN,"""seg061-0217""",337.86,338.365,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""right""","""Bob: this might sell and that might sell too\nBob: but that's not really an antique it's more art deco\nBob: that's my reason\nAlice: but this was this was uh\nAlice: this was painted in the twenties""",61
NaN,"""seg061-0221""",338.68,339.69,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but that's more""","""Bob: but that's not really an antique it's more art deco\nBob: that's my reason\nAlice: but this was this was uh\nAlice: this was painted in the twenties\nBob: right""",61
"""nlu1""","""seg061-0225""",340.75,344.35,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i mean basically you""","""Alice: but this was this was uh\nAlice: this was painted in the twenties\nBob: right\nBob: but that's more""",61
"""nlu2""","""seg061-0225""",340.75,344.35,"""B""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Alice: but this was this was uh\nAlice: this was painted in the twenties\nBob: right\nBob: but that's more\nBob: i mean basically you""",61
"""nlu3""","""seg061-0225""",340.75,344.35,"""B""","""[]""","""[]""","""['P0']""","""['R2:1 L0:2 P0:1']""","""[]""","""['paintings']""","""['Statement']""","""['if-CONT-offer-DIV']""","""['you-dont-like-ITEM-at-all']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""if you if you want i can take it if you don't want to take it""","""Alice: but this was this was uh\nAlice: this was painted in the twenties\nBob: right\nBob: but that's more\nBob: i mean basically you <laughter>""",61
NaN,"""seg061-0229""",344.91,345.3,"""B""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Alice: this was painted in the twenties\nBob: right\nBob: but that's more\nBob: i mean basically you <laughter> if you if you want i can take it if you don't want to take it""",61
"""nlu1""","""seg061-0233""",345.88,347.48,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['No-answers']""","""[]""","""[]""","""[]""",0,0,0,1,0,0,0,0,0,0,0,0,"""no""","""Bob: right\nBob: but that's more\nBob: i mean basically you <laughter> if you if you want i can take it if you don't want to take it\nBob: <laughter>""",61
"""nlu2""","""seg061-0233""",345.88,347.48,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i'm thinking i can trade you""","""Bob: right\nBob: but that's more\nBob: i mean basically you <laughter> if you if you want i can take it if you don't want to take it\nBob: <laughter>\nAlice: no""",61
NaN,"""seg061-0237""",347.87,348.32,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i'm thinking i can trade you something""","""Bob: right\nBob: but that's more\nBob: i mean basically you <laughter> if you if you want i can take it if you don't want to take it\nBob: <laughter>\nAlice: no""",61
NaN,"""seg061-0241""",348.9,352.06,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""['paintings']""","""['Statement']""","""[]""","""['ITEM-could-be-valuable-to-you']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""since you have an antique shop that fits more with antique""","""Bob: i mean basically you <laughter> if you if you want i can take it if you don't want to take it\nBob: <laughter>\nAlice: no i'm thinking i can trade you\nAlice: something""",61
NaN,"""seg061-0245""",352.52,353.31,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i have a record shop""","""Bob: i mean basically you <laughter> if you if you want i can take it if you don't want to take it\nBob: <laughter>\nAlice: no i'm thinking i can trade you\nAlice: something\nAlice: since you have an antique shop that fits more with antique""",61
NaN,"""seg061-0249""",354.97,357.04,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""['records']""","""['Statement']""","""[]""","""['i-like-ITEM-best']""","""[]""",0,0,0,0,0,1,0,0,0,0,0,0,"""so i would i would be better off with the records""","""Alice: no i'm thinking i can trade you\nAlice: something\nAlice: since you have an antique shop that fits more with antique\nAlice: i have a record shop""",61
NaN,"""seg061-0253""",355.245,355.64,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Alice: no i'm thinking i can trade you\nAlice: something\nAlice: since you have an antique shop that fits more with antique\nAlice: i have a record shop\nAlice: so i would i would be better off with the records""",61
"""nlu1""","""seg061-0257""",357.35,361.22,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""right""","""Alice: since you have an antique shop that fits more with antique\nAlice: i have a record shop\nAlice: so i would i would be better off with the records\nBob: yeah""",61
"""nlu2""","""seg061-0257""",357.35,361.22,"""B""","""[]""","""[]""","""['R2']""","""[]""","""[]""","""['records']""","""['Statement']""","""[]""","""['i-like-ITEM', 'reference-to-DIV']""","""[]""",0,0,0,0,0,1,0,0,0,0,0,0,"""but i do want i do want to take these 'cause i might be able to sell these at auction""","""Alice: since you have an antique shop that fits more with antique\nAlice: i have a record shop\nAlice: so i would i would be better off with the records\nBob: yeah\nBob: right""",61
NaN,"""seg061-0261""",361.27,361.83,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""on the side""","""Alice: since you have an antique shop that fits more with antique\nAlice: i have a record shop\nAlice: so i would i would be better off with the records\nBob: yeah\nBob: right but i do want i do want to take these 'cause i might be able to sell these at auction""",61
NaN,"""seg061-0265""",361.44,363.91,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so i know that since you have the record shop""","""Alice: so i would i would be better off with the records\nBob: yeah\nBob: right but i do want i do want to take these 'cause i might be able to sell these at auction\nAlice: on the side""",61
"""nlu1""","""seg061-0269""",364.59,369.88,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""['records']""","""['Statement']""","""[]""","""['ITEM-could-be-valuable-to-you']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so i know that since you have the record shop you're getting the most for your money""","""Bob: right but i do want i do want to take these 'cause i might be able to sell these at auction\nAlice: on the side""",61
"""nlu2""","""seg061-0269""",364.59,369.88,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i mean you know we can we can trade any of these the boxes if you wanted to""","""Bob: right but i do want i do want to take these 'cause i might be able to sell these at auction\nAlice: on the side\nBob: so i know that since you have the record shop\nBob: you're getting the most for your money""",61
"""nlu3""","""seg061-0269""",364.59,369.88,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but""","""Bob: right but i do want i do want to take these 'cause i might be able to sell these at auction\nAlice: on the side\nBob: so i know that since you have the record shop\nBob: you're getting the most for your money i mean you know we can we can trade any of these the boxes if you wanted to""",61
NaN,"""seg061-0273""",366.85,367.21,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""right""","""Bob: right but i do want i do want to take these 'cause i might be able to sell these at auction\nAlice: on the side\nBob: so i know that since you have the record shop\nBob: you're getting the most for your money i mean you know we can we can trade any of these the boxes if you wanted to but""",61
NaN,"""seg061-0277""",370.38,372.65,"""B""","""[]""","""[]""","""['R2']""","""[]""","""[]""","""['records']""","""['Statement']""","""[]""","""['i-like-ITEM', 'reference-to-DIV']""","""[]""",0,0,0,0,0,1,0,0,0,0,0,0,"""but i'd want to have at least one of these boxes""","""Bob: so i know that since you have the record shop\nBob: you're getting the most for your money i mean you know we can we can trade any of these the boxes if you wanted to""",61
NaN,"""seg061-0281""",373.595,377.07,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""that's more art deco as opposed to being um""","""Bob: you're getting the most for your money i mean you know we can we can trade any of these the boxes if you wanted to but\nAlice: right\nBob: i'd want to have at least one of these boxes""",61
NaN,"""seg061-0285""",377.68,379.78,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""that's more art deco as opposed to being um an antique that's more of a print""","""Bob: you're getting the most for your money i mean you know we can we can trade any of these the boxes if you wanted to but\nBob: i'd want to have at least one of these boxes""",61
NaN,"""seg061-0289""",380.59,381.33,"""B""","""[]""","""['interrupted']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so to me""","""Bob: i'd want to have at least one of these boxes\nBob: that's more art deco as opposed to being um\nBob: an antique that's more of a print""",61
NaN,"""seg061-0293""",380.76,382.55,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""the lamp the lamps are art deco as well""","""Bob: i'd want to have at least one of these boxes\nBob: that's more art deco as opposed to being um\nBob: an antique that's more of a print\nBob: so to me""",61
"""nlu1""","""seg061-0297""",382.84,385.14,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers', 'Statement']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""right right""","""Bob: that's more art deco as opposed to being um\nBob: an antique that's more of a print\nBob: so to me\nAlice: the lamp the lamps are art deco as well""",61
"""nlu2""","""seg061-0297""",382.84,385.14,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but these are actually physical""","""Bob: that's more art deco as opposed to being um\nBob: an antique that's more of a print\nBob: so to me\nAlice: the lamp the lamps are art deco as well\nBob: right right""",61
"""nlu3""","""seg061-0297""",382.84,385.14,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""those""","""Bob: that's more art deco as opposed to being um\nBob: an antique that's more of a print\nBob: so to me\nAlice: the lamp the lamps are art deco as well\nBob: right right but these are actually physical""",61
NaN,"""seg061-0301""",385.73,389.7,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""to me the the print is you know it's not necessarily something that""","""Bob: an antique that's more of a print\nBob: so to me\nAlice: the lamp the lamps are art deco as well\nBob: right right but these are actually physical those""",61
"""nlu1""","""seg061-0305""",390.56,392.39,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""to me the the print is you know it's not necessarily something that it could be reproduced""","""Alice: the lamp the lamps are art deco as well\nBob: right right but these are actually physical those""",61
"""nlu2""","""seg061-0305""",390.56,392.39,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""these are""","""Alice: the lamp the lamps are art deco as well\nBob: right right but these are actually physical those\nBob: to me the the print is you know it's not necessarily something that\nBob: it could be reproduced""",61
NaN,"""seg061-0309""",392.93,394.33,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""these are these may not be reproduced""","""Bob: right right but these are actually physical those\nBob: to me the the print is you know it's not necessarily something that\nBob: it could be reproduced""",61
NaN,"""seg061-0313""",394.69,397.28,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but i don't know they could be reproductions but at least they're solid""","""Bob: to me the the print is you know it's not necessarily something that\nBob: it could be reproduced these are\nBob: these may not be reproduced""",61
NaN,"""seg061-0317""",397.8,399.81,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i don't even know what that print looks like really""","""Bob: it could be reproduced these are\nBob: these may not be reproduced\nBob: but i don't know they could be reproductions but at least they're solid""",61
NaN,"""seg061-0321""",400.97,401.75,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers', 'Statement']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""i see i see""","""Bob: it could be reproduced these are\nBob: these may not be reproduced\nBob: but i don't know they could be reproductions but at least they're solid\nBob: i don't even know what that print looks like really""",61
"""nlu1""","""seg061-0325""",402.83,405.2,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Non-verbal']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<clears throat>""","""Bob: but i don't know they could be reproductions but at least they're solid\nBob: i don't even know what that print looks like really\nAlice: i see i see""",61
"""nlu2""","""seg061-0325""",402.83,405.2,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Hedge', 'Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""let me think hmm""","""Bob: but i don't know they could be reproductions but at least they're solid\nBob: i don't even know what that print looks like really\nAlice: i see i see\nAlice: <clears throat>""",61
NaN,"""seg061-0329""",408.85,411.27,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""['paintings']""","""['Statement']""","""[]""","""['i-dont-like-ITEM-at-all']""","""[]""",0,0,0,0,0,1,0,0,0,0,0,0,"""'cause the thing is that i won't be able to do anything with this""","""Alice: i see i see\nAlice: <clears throat> let me think hmm""",61
"""nlu1""","""seg061-0333""",412.11,415.39,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Alice: 'cause the thing is that i won't be able to do anything with this""",61
"""nlu2""","""seg061-0333""",412.11,415.39,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""['paintings']""","""['Statement']""","""[]""","""['ITEM-could-be-valuable-to-you']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but you could sell that at auction""","""Alice: 'cause the thing is that i won't be able to do anything with this\nBob: yeah""",61
"""nlu3""","""seg061-0333""",412.11,415.39,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i wanna keep one thing that i can sell at auction""","""Alice: 'cause the thing is that i won't be able to do anything with this\nBob: yeah but you could sell that at auction""",61
NaN,"""seg061-0337""",412.23,412.96,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Yes-no-question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know what i'm saying""","""Alice: <clears throat> let me think hmm\nAlice: 'cause the thing is that i won't be able to do anything with this\nBob: yeah but you could sell that at auction i wanna keep one thing that i can sell at auction""",61
"""nlu1""","""seg061-0341""",415.88,418.07,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""['lamps']""","""['Statement']""","""[]""","""['i-like-ITEM']""","""[]""",0,0,0,0,0,1,0,0,0,0,0,0,"""these i can sell at my shop""","""Alice: 'cause the thing is that i won't be able to do anything with this\nBob: yeah but you could sell that at auction i wanna keep one thing that i can sell at auction\nAlice: you know what i'm saying""",61
"""nlu2""","""seg061-0341""",415.88,418.07,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""['records']""","""['Statement']""","""[]""","""['i-like-ITEM']""","""[]""",0,0,0,0,0,1,0,0,0,0,0,0,"""and these i can sell at auction""","""Alice: 'cause the thing is that i won't be able to do anything with this\nBob: yeah but you could sell that at auction i wanna keep one thing that i can sell at auction\nAlice: you know what i'm saying\nBob: these i can sell at my shop""",61
NaN,"""seg061-0345""",419.24,422.46,"""B""","""[]""","""[]""","""['R2 L0']""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['reference-to-DIV']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so considering you got two already and i got two already""","""Bob: yeah but you could sell that at auction i wanna keep one thing that i can sell at auction\nAlice: you know what i'm saying\nBob: these i can sell at my shop and these i can sell at auction""",61
NaN,"""seg061-0349""",421.21,421.66,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""right""","""Bob: yeah but you could sell that at auction i wanna keep one thing that i can sell at auction\nAlice: you know what i'm saying\nBob: these i can sell at my shop and these i can sell at auction\nBob: so considering you got two already and i got two already""",61
NaN,"""seg061-0353""",423.05,424.56,"""B""","""[]""","""[]""","""['R2']""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['reference-to-DIV']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""it's fair for me to take one""","""Bob: yeah but you could sell that at auction i wanna keep one thing that i can sell at auction\nBob: these i can sell at my shop and these i can sell at auction\nBob: so considering you got two already and i got two already\nAlice: right""",61
NaN,"""seg061-0357""",425.5,427.01,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""since i let you go first to pick""","""Bob: these i can sell at my shop and these i can sell at auction\nBob: so considering you got two already and i got two already\nAlice: right\nBob: it's fair for me to take one""",61
NaN,"""seg061-0361""",427.3,427.93,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you went first""","""Bob: these i can sell at my shop and these i can sell at auction\nBob: so considering you got two already and i got two already\nAlice: right\nBob: it's fair for me to take one\nBob: since i let you go first to pick""",61
"""nlu1""","""seg061-0365""",428.15,428.945,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Yes-no-question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""oh did i""","""Bob: so considering you got two already and i got two already\nAlice: right\nBob: it's fair for me to take one\nBob: since i let you go first to pick\nAlice: you went first""",61
"""nlu2""","""seg061-0365""",428.15,428.945,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""okay""","""Bob: so considering you got two already and i got two already\nAlice: right\nBob: it's fair for me to take one\nBob: since i let you go first to pick\nAlice: you went first\nBob: oh did i""",61
NaN,"""seg061-0369""",428.63,428.97,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Bob: so considering you got two already and i got two already\nAlice: right\nBob: it's fair for me to take one\nBob: since i let you go first to pick\nAlice: you went first\nBob: oh did i okay""",61
NaN,"""seg061-0373""",429.28,433.19,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""oh but i offered for you to go first and then you said no i'll go first so""","""Bob: it's fair for me to take one\nBob: since i let you go first to pick\nAlice: you went first\nBob: oh did i okay\nAlice: yeah""",61
"""nlu1""","""seg061-0377""",430.36,431.46,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Appreciation', 'Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""that's true""","""Bob: so considering you got two already and i got two already\nAlice: right\nBob: it's fair for me to take one\nBob: since i let you go first to pick\nAlice: you went first\nBob: oh did i okay\nAlice: yeah\nBob: oh but i offered for you to go first and then you said no i'll go first so""",61
"""nlu2""","""seg061-0377""",430.36,431.46,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you did offer""","""Bob: so considering you got two already and i got two already\nAlice: right\nBob: it's fair for me to take one\nBob: since i let you go first to pick\nAlice: you went first\nBob: oh did i okay\nAlice: yeah\nBob: oh but i offered for you to go first and then you said no i'll go first so\nAlice: that's true""",61
NaN,"""seg061-0381""",434.345,437.14,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i think that this is would be probably the fairest thing""","""Alice: you went first\nBob: oh did i okay\nAlice: yeah\nBob: oh but i offered for you to go first and then you said no i'll go first so\nAlice: that's true you did offer""",61
"""nlu1""","""seg061-0385""",437.62,438.84,"""B""","""[]""","""[]""","""['R2 L0 P1']""","""['R2:1 L0:2 P1:0']""","""[]""","""[]""","""['Statement']""","""[]""","""['reference-to-DIV']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i think that this is would be probably the fairest thing for all of us""","""Bob: oh did i okay\nAlice: yeah\nBob: oh but i offered for you to go first and then you said no i'll go first so\nAlice: that's true you did offer""",61
"""nlu2""","""seg061-0385""",437.62,438.84,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""or""","""Bob: oh did i okay\nAlice: yeah\nBob: oh but i offered for you to go first and then you said no i'll go first so\nAlice: that's true you did offer\nBob: i think that this is would be probably the fairest thing\nBob: for all of us""",61
NaN,"""seg061-0389""",439.87,440.36,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know""","""Bob: oh but i offered for you to go first and then you said no i'll go first so\nAlice: that's true you did offer\nBob: i think that this is would be probably the fairest thing\nBob: for all of us or""",61
NaN,"""seg061-0393""",442.83,444.6,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Action-directive', 'Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""or you know i mean you might as well take it or not take it""","""Bob: i think that this is would be probably the fairest thing\nBob: for all of us""",61
